PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11784444;Sala Morocco;;;;"Metro: Santo Domingo (línea 2).  Bus: 147, 3, 001, 1, 133, 148, 2, 44, 46, 74, 75, 146.  Bicimad: Estaciones 16 (calle San Bernardo, 22), 23 (plaza de Santo Domingo, 1), 2 (calle Miguel Moya, 1), 22 (calle Jacometrezo, 3).  Aparcamientos: Isabel la Católica (98), calle de Isabel la Católica; Mostenses (50), plaza Mostenses y calle Ricardo León; Luna-Tudescos (14), plaza Santa María Soledad Torres Acosta con vuelta a calle Luna; El Corte Inglés Callao (92), plaza de Callao.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3372f6f716773810VgnVCM2000001f4a900aRCRD;MARQUES DE LEGANES;CALLE;V;7;;;;;MADRID;MADRID;28004;5;UNIVERSIDAD;1;CENTRO;439995;4474846;4.042.208.944.721.560;-3.707.330.170.865.410;670 776 069 / 630 652 585;;morocco@meteorica.net;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284415;Sala Nuevo Teatro Alcalá;;;;Metro: Principe e Vergara ( líneas 2 y 9)  Bus: 146, 152, 43, 15, 29, 52, 215, E2, E3, 21, 53, 30, 63, 26, 6, C1  Aparcamiento:  calle Veláquez Jorge Juan (43);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4603d723c5c9d810VgnVCM1000001d4a900aRCRD;JORGE JUAN;CALLE;V;62;;;;;MADRID;MADRID;28009;2;GOYA;4;SALAMANCA;442464;4474973;4.042.340.491.784.920;-3.678.243.555.356.170;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784489;Sala Olvido;;;Estilos: Pop, Rock.;Metro: Usera (línea 6).  Bus: 247, 47, 6, 78.  Bicimad: Estación 213 (calle Antonio López, 129).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1b7f6f716773810VgnVCM2000001f4a900aRCRD;OLVIDO;CALLE;V;15;;;;;MADRID;MADRID;28026;5;MOSCARDO;12;USERA;440347;4470923;4.038.676.778.449.730;-37.028.121.779.092.700;619 222 919;;olvido15@telefonica.net;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284431;Sala Rincón del arte nuevo;;;Estilos: Blues, Canción de autor, Jazz, Música Latina, Pop, Rock;Metro: Tirso de molina (linea 1)  Bus: 31, 50, 65, 148, 3, M3;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fbdc6ffbe7c9d810VgnVCM1000001d4a900aRCRD;SEGOVIA;CALLE;V;17;;;;;MADRID;MADRID;28005;1;PALACIO;1;CENTRO;439559;4473929;404.137.944.273.976;-37.123.838.402.216.600;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784480;Sala Rockville;;;Estilos: Rock;"Metro: Santiago Bernabeu (línea 10).  Bus: 149, 5, 43.  Bicimad: Estaciones 154 (calle Orense, 36), 153 (avenida del General Perón, 36).  Aparcamiento: General Yag&amp;uuml;e (28), Avenida Brasil, 15.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=70c5f6f716773810VgnVCM2000001f4a900aRCRD;BRASIL;AVENIDA;V;3;;;;;MADRID;MADRID;28020;2;CUATRO CAMINOS;6;TETUAN;441148;4478377;4.045.397.721.814.540;-36.940.692.978.540.500;638 01 56 50;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784498;Sala Shoko Live;;;Estilos: hiphop, latino, rock.;"Metro: La Latina (línea 5).  Bus: 002, 17, 18, 23, 35, 60, 148, 3.  Bicimad: Estación 45 (glorieta de la Puerta de Toledo, 1.  Aparcamientos: La Latina (86), calle de Toledo; Mercado de la Cebada (501), plaza de la Cebada; Puerta Toledo (64), Glorieta Puerta Toledo con vuelta Capitan Salazar Martínez.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=174a3474eb873810VgnVCM2000001f4a900aRCRD;TOLEDO;CALLE;V;86;;;;;MADRID;MADRID;28005;1;PALACIO;1;CENTRO;439707;4473364;40.408.711.650.639.400;-3.710.591.520.837.740;663 700 844;;samantha@shokomadrid.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784510;Sala Silikona;;;Estilos: Heavy Metal, Pop, Rock.;Metro: Vinateros (línea 9).  Bus: 100, 8, 20, 30, 32.  Bicimad: Estación 220 (calle Arrroyo de las Pilillas, 6).   Aparcamiento:  Encuentro (4), plaza Encuentro.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=085c3474eb873810VgnVCM2000001f4a900aRCRD;ENCUENTRO;PLAZA;V;1;;;;;MADRID;MADRID;28030;4;MEDIA LEGUA;14;MORATALAZ;444675;4473006;4.040.583.620.131.150;-36.520.077.936.350.100;914 399 476 / 650 829 322;;info@silikona.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784520;Sala Siroco;;;Estilos: Electrónica, funk, indie, pop, reggae, rock.;Metro: Noviciado (línea 2), San Bernardo (líneas 2 y 4).  Bus: 147, 3, 001, 1, 133, 148, 2, 44, 46, 74, 75, 146  Bicimad: Estaciones 15 (calle San Vicente Ferrer, 64), 13 (calle Conde Duque, 22), 12 (calle San Bernardo, 85).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4fde3474eb873810VgnVCM2000001f4a900aRCRD;MARQUES DE LEGANES;CALLE;V;7;;;;;MADRID;MADRID;28004;5;UNIVERSIDAD;1;CENTRO;439995;4474846;4.042.208.944.721.560;-3.707.330.170.865.410;915 933 173;;programacion@siroco.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284454;Sala Tablao de la Villa;;;Estilos: Flamenco;Metro: Santo domingo (linea 2)  Bus: 44, 133  Aparcamiento: calle Isabel la Catolica (98);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=42536ffbe7c9d810VgnVCM1000001d4a900aRCRD;TORIJA;CALLE;V;7;;;;;MADRID;MADRID;28013;1;PALACIO;1;CENTRO;439731;4474700;40.420.747.202.885.500;-3.710.428.523.676.320;912 042 428;;info@tablaodelavilla.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284499;Sala Tablao Flamenco 1911;;;Estilos: Flamenco;Metro: Antón Martín (línea 1)  Bus: 002, M1, M3  Aparcamiento: Plaza de Santa Ana  (77);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d766ffbe7c9d810VgnVCM1000001d4a900aRCRD;SANTA ANA;PLAZA;V;15;;;;;MADRID;MADRID;28012;3;CORTES;1;CENTRO;440490;4474047;40.414.922.971.596.900;-3.701.424.270.015.700;+34 914 915 056 / +34 650 635 125;;reservas@tablaoflamenco1911.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284524;Sala Teatro Apolo;;;;Metro: Tirso de molina (línea 1)  Bus: 26, 32, 6, M1, 002, 50, 65, M3  Aparcamiento:   Garaje Centro (68), Calle Relatores, 11;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e8b88c821bc9d810VgnVCM1000001d4a900aRCRD;TIRSO DE MOLINA;PLAZA;V;1;;;;;MADRID;MADRID;28012;2;EMBAJADORES;1;CENTRO;440323;4473762;40.412.347.852.154.100;-3.703.362.524.169.010;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284582;Sala Teatro Calderón;;;;Metro: Tirso de molina (línea 1)  Bus: 002, M1, M3, 26, 32, 6, 65, 50.  Aparcamiento: Jacinto Benavente (15), Garaje Centro (68), C/ Relatores, 11;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e2c37f2adc9d810VgnVCM2000001f4a900aRCRD;ATOCHA;CALLE;V;18;;;;;MADRID;MADRID;28012;2;EMBAJADORES;1;CENTRO;440326;4473946;4.041.400.427.798.520;-37.033.440.587.300.300;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284621;Sala Teatro Eslava;;;;Metro: Sol (lineas 1,2 y 3)  Bus: M3  Aparcamiento:  Descalzas (20), Plaza Descalzas y Plaza San Martín  Renfe:: Sol (C3, C4, C4A);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c26f37f2adc9d810VgnVCM2000001f4a900aRCRD;ARENAL;CALLE;V;11;;;;;MADRID;MADRID;28013;6;SOL;1;CENTRO;440063;4474296;4.041.713.685.434.460;-3.706.484.563.499.910;915 750 627;;hola@teatroeslava.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284638;Sala Teatro Flamenco Madrid;;;Estilos: Flamenco;Metro: Noviciado (línea 2)  Bus: 001, 002, 1, 2, 46, 74;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=702337f2adc9d810VgnVCM2000001f4a900aRCRD;PEZ;CALLE;V;10;;;;;MADRID;MADRID;28004;5;UNIVERSIDAD;1;CENTRO;440240;4474963;40.423.153.008.537.100;-37.044.603.063.098.300;911 592 005;;reservas@teatroflamencomadrid.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284657;Sala Teatro Rialto;;;Estilos: Flamenco;Metro: Santo domingo (línea 2)  Bus: 001, 1, 133, 147, 148, 2, 44, 46, 74, 75, 146, 3;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=be58bb7772d9d810VgnVCM2000001f4a900aRCRD;GRAN VIA;CALLE;V;54;;;;;MADRID;MADRID;28013;5;UNIVERSIDAD;1;CENTRO;439991;4474769;4.042.139.454.047.830;-3.707.366.153.320.880;910 839 500;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284730;Sala Teatro Tablao Flamenco Torero;;;Estilos: Flamenco;Metro: Sol (líneas 1,2 y 3)  Bus: 002, M1, M3, 26, 32, 6, 65  Aparcamiento: Jacinto Benavente (15).  Renfe: Sol (C3, C4 y C4a);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9df3bb7772d9d810VgnVCM2000001f4a900aRCRD;CRUZ;CALLE;V;26;;;;;MADRID;MADRID;28012;6;SOL;1;CENTRO;440382;4474047;4.041.491.309.678.970;-37.026.944.132.785.200;674 464 992;;ramirofigue@gmail.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
7035002;Sala Tempo Audiophile Club;;;Estilos: Funk, Soul.;Metro: Plaza de España (líneas 3 y 10)  Bus: 001, 1, 133, 138, 2, 44, C1, 74, C2, 39.  Bicimad: Estaciones 116 a y b (Plaza de España), 14 (calle Duque de Liria).  Aparcamiento: Plaza de España (53).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=aec1b043653cf310VgnVCM1000000b205a0aRCRD;DUQUE DE OSUNA;CALLE;V;8;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439610;4475206;4.042.530.123.256.650;-37.118.988.307.453.900;915 477 518;;info@tempoclub.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784600;Sala Thundercat;;;Estilos: Rock.;Metro: Alonso Martínez (líneas 4, 5 y 10).  Bus: 3, 21, 37, C03.  Bicimad: Estaciones 8 (plaza de Alonso Martínez, 5), 7 (calle Hortaleza, 75), 26 (plaza de las Salesas, 7).  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Aparcamientos: Villa de París (67), plaza Villa de París.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2c8f1a88e873810VgnVCM2000001f4a900aRCRD;CAMPOAMOR;CALLE;V;11;;;;;MADRID;MADRID;28004;4;JUSTICIA;1;CENTRO;440982;4475298;40.426.223.842.431.400;-3.695.739.772.150.340;654 511 457;;info@thundercatclub.com;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
11784620;Sala Vesta;;;Estilos: Pop;"Metro: Chueca (línea 5), Colón (línea 4), Alonso Martínez (líneas 4, 5 y 10).  Bus: 37.  Bicimad: Estaciones 19 (calle Prim, 2), 26 (plaza de las Salesas, 7).  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Aparcamientos: Gravina 21 (89), calle Gravina; garaje Piamonte (96).";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c2af1a88e873810VgnVCM2000001f4a900aRCRD;BARQUILLO;CALLE;V;29;;;;;MADRID;MADRID;28004;4;JUSTICIA;1;CENTRO;440986;4474935;4.042.296.190.576.900;-3.695.655.945.813.070;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12284822;Sala Villanos;;;Estilos: Flamenco, Funk, Jazz, Soul;Metro:  Embajadores (línea 3)  Bus: 148, 60, 78, 119, 34, 36, 41, C03, C2  Renfe:: Embajadores (C5);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c827a3c904d9d810VgnVCM2000001f4a900aRCRD;BERNARDINO OBREGON;CALLE;V;18;;;;;MADRID;MADRID;28012;6;PALOS DE LA FRONTERA;2;ARGANZUELA;440598;4472833;4.040.399.823.840.670;-37.000.406.964.113.900;;;info@salavillanos.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
2196;Teatro Real;Proyectado por Antonio López Aguado en 1818 siguiendo la tipología clásica de teatros del siglo XVIII. Intervienen en su construcción Custodio Moreno e Isidro González Velázquez. De planta irregular hexagonal, presenta dos fachadas principales: una orientada a la plaza de Isabel II, con poca decoración, y la otra al Palacio Real y plaza de Oriente, realizada por González Velázquez y más ornamentada. En el interior destaca el techo de la Gran Sala pintado por Lucas y la lámpara de bronce dorado. En 1925 se cierra por amenaza de ruina y se inicia su reconstrucción a partir de 1940. El 11 de octubre de 1997 se abre como teatro de ópera.;Horario Taquillas:   Atención en días laborables  Lunes a viernes: 10:00 - 18:30 horas  Atención en días con función  Lunes a viernes: 10:00 horas hasta inicio de función  Sábados:  12:00 horas hasta inicio de función Domingos y festivos: 2 horas antes del inicio de la función;;Metro: Ópera (líneas 2, 5 y Ramal Opera-Príncipe Pío). Sol (líneas 1,2 y 3).  Bus: 3, 25 y 39.  Bicimad:  Estación 24 (calle Carlos III, 1).   Parking: Descalzas (20), Plaza Descalzas y Plaza San Martín.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fc179262ef5d010VgnVCM1000000b205a0aRCRD;ISABEL II;PLAZA;V;1;;;;;MADRID;MADRID;28013;1;PALACIO;1;CENTRO;439834;4474367;4.041.776.291.784.370;-370.918.800.795.985;915 160 600 (Oficinas) / 900 244 848 (Taquilla y venta telefónica);915 160 651;info@teatroreal.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
122295;Templete de Música - Parque de La Bombilla;Su mantenimiento es competencia de la Junta de Distrito de Moncloa - Aravaca.  Actividades: espectáculos variados durante los meses de verano.;;;Metro: Príncipe Pío (líneas 6, 10 y Ramal).  Cercanías RENFE: Príncipe Pío (líneas C1, C7, C10 y Regional).;;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9233cbf06c81c010VgnVCM1000000b205a0aRCRD;SAN ANTONIO DE LA FLORIDA;GLORIETA;V;9;;;;;MADRID;MADRID;28008;1;CASA DE CAMPO;9;MONCLOA-ARAVACA;438418;4475299;4.042.605.230.927.820;-37.259.668.640.812.900;915 885 809;;cultumoncloa@madrid.es;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
12355479;Templete del Parque del Retiro;;;;Metro: Retiro (línea 2).  Bus: 1, 2, 9, 15, 19, 20, 28, 51, 52, 74, 176.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=38caa9889e51f810VgnVCM2000001f4a900aRCRD;MAESTRO VILLA;PLAZA;V;1;;;;;MADRID;MADRID;28009;5;LOS JERONIMOS;3;RETIRO;441886;4474535;4.041.941.736.281.520;-36.850.082.736.557.900;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
5452036;Templete 'José Menese';Su mantenimiento es competencia de la Junta de Distrito de Latina.  Actividades : espectáculos variados durante los meses de verano.;;;Metro de Madrid. Línea 6. Estación: Puerta del Ángel. Autobuses EMT. Líneas 25, 31, 33, 36, 39, 65 y 138.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b6013e3860594210VgnVCM2000000c205a0aRCRD;HUARTE DE SAN JUAN;PLAZA;V;1;;;;;MADRID;MADRID;28011;2;PUERTA DEL ANGEL;10;LATINA;438428;4473844;40.412.941.426.753.400;-3.725.711.256.326.900;;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
165847;WiZink Center (Palacio de Deportes);El WiZink Center es un pabellón multiusos situado en el centro de Madrid, España. Tiene una capacidad que varía en función de la actividad que albergue, pudiendo ampliar su aforo desde los 10.000 iniciales hasta los 12.500 en los encuentros de baloncesto, o un máximo 15.500 en conciertos.;;;Metro: Goya (líneas 2 y 4), O'Donnell (línea 6).  Bus: 143, 56, 2, 71, 28, 21, 53, 15, 63, 43, 30, 29 y C de la EMT   Bicimad: Estaciones 100 (calle Goya, 99) y 98 (plaza de Felipe II).  Aparcamiento: Felipe II (26), avenida Felipe II y calle Goya.;;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=322a8f90a581c010VgnVCM1000000b205a0aRCRD;JORGE JUAN;CALLE;V;99;;;;;MADRID;MADRID;28009;2;GOYA;4;SALAMANCA;442985;4474954;404.232.728.637.422;-3.672.100.625.564.370;91 444 99 49;;;/contenido/entidadesYorganismos/AuditoriosSalasConcierto
6963310;Cineteca Madrid;2.668 metros cuadrados conforman un espacio, moderno y multifuncional, que acoge una programación audiovisual atenta al desarrollo cultural de la sociedad contemporánea, prestando especial atención al cine de no ficción y a las formas limítrofes con el documental, el cine más alternativo e independiente y la colaboración con festivales y propuestas culturales que tienen lugar en la ciudad de Madrid y con un fuerte acento en el apoyo al pensamiento, la creación y la formación crítica y audiovisual. Cineteca cuenta con tres salas de proyección, Azcona (224 butacas), Plató (121 butacas) y Borau (65 butacas), así como varios espacios polivalentes - Archivo, Vestíbulo, Cantina, Patio.;Horario de taquilla (situada frente a Cantina de Cineteca) en acceso Plaza de Legazpi: de martes a domingo, de 16:30 a 20:30 horas o hasta inicio de actividad. La venta de entradas online continúa activa en la web de Cineteca.;Entradas adquiridas por Internet: acceso directo sin pasar por taquilla mostrando la entrada en papel o en dispositivo móvil. En caso contrario es imprescindible retirar la entrada en taquilla presentando número de localizador o tarjeta de compra.   Para acceder a todas las sesiones se necesita ticket de entrada. Una vez empezada la sesión no se permitirá el acceso a las salas. No está permitido fumar ni acceder a las salas con comida y bebida. No se permite la entrada con animales, excepto perros guía. Se ruega silencien los teléfonos móviles durante la sesión. Por motivos de seguridad, no abandonen sus asientos hasta que se hayan encendido totalmente las luces de la sala. Los espectadores cuentan con hojas de reclamación a su disposición en taquilla. La programación puede sufrir cambios por causas ajenas Cineteca.;Metro: Legazpi (líneas 3 y 6).  Bus: 123, 22, 79, 148, 18, 6, 78, 45, 8, 19, 247, 47, 59, 62, 76, 85, 86, 156, 180.  Bicimad: Estación 177 (calle Bolívar, 3).;Venta anticipada en la página web.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2dbd1fe44c5ee310VgnVCM2000000c205a0aRCRD;LEGAZPI;PLAZA;V;8;;;;;MADRID;MADRID;28045;3;CHOPERA;2;ARGANZUELA;440946;4471422;4.039.130.985.242.180;-36.958.028.442.054.000;913 184 674 (oficinas) / 913 184 685 (taquilla);;cineteca@cinetecamadrid.com;/contenido/entidadesYorganismos/CinesFilmotecas
2044;Filmoteca Española. Cine Doré;Desde el 28 de febrero de 1989 el cine Doré es la sala de proyecciones de Filmoteca Española, y se utiliza tanto para su programación como para la realización de todo tipo de actividades de divulgación que permitan difundir el patrimonio cinematográfico español y sobre el cine en general: presentación de libros, seminarios, mesas redondas, coloquios, conferencias, etcétera.;Presencialmente el mismo día de la proyección. Las taquillas abren de 17:00 a 20:00 en horario de invierno y de 17:30 a 20:30 en horario de verano (del 1 julio a 1 de septiembre)  De forma online con 72 horas de antelación.;Venta de entradas f orma online con 72 horas de antelación.;Metro: Antón Martín (línea 1) y Lavapiés (línea 3).  Bus: 26, 32, 6, 002, M1, 57.  Bicimad: Estaciones 41 (calle Atocha 54), 42 (calle Atocha, 95).  Aparcamiento: Plaza de Santa Ana (77).;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1c1f3d232e91f010VgnVCM1000000b205a0aRCRD;SANTA ISABEL;CALLE;V;3;;;;;MADRID;MADRID;28012;2;EMBAJADORES;1;CENTRO;440675;4473701;4.041.181.537.728.090;-3.699.210.277.850.400;913 693 225;;;/contenido/entidadesYorganismos/CinesFilmotecas
1915;Fernán Gómez Centro Cultural de la Villa;;Consultar en la página del teatro.;Sala Guirau (aforo 689 personas).  Sala Jardiel Poncela (aforo desde 95 hasta 175 personas, depende de la disposición de la obra que represente).   Sala de exposiciones (2000 m2)  Sala III   Sala Polivalente.;Metro: Colón (línea 4), Serrano (línea 4)  Bus: 14, 150, 27, 45, 5, 21, 37, C03, 53  Bicimad: Estación 93 (calle Goya, 1) / Estación 10 (calle Marqués de la Ensenada, 16)  Renfe: Recoletos  Aparcamiento: Colón (2), Plaza de Colón;;1,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba663d0b5e71c010VgnVCM1000000b205a0aRCRD;COLON;PLAZA;V;4;;;;;MADRID;MADRID;28001;1;RECOLETOS;4;SALAMANCA;441472;4475155;404.249.721.516.942;-3.689.948.085.098.790;"914 362 540 / 913 184 630 / 913 184 631 (Centralita)
913 184 631 (Información programación)";;info.tfg@teatrofernangomez.es;/contenido/entidadesYorganismos/Teatros
12394118;Nave 10 Matadero. Creación Dramática Contemporánea;Situado dentro del recinto de Matadero Madrid, Nave 10 Matadero es un centro público de producción y difusión de artes escénicas dedicado a la creación dramática contemporánea con una programación estable y accesible para el público. Este nuevo espacio teatral, dependiente del Área de Cultura, Turismo y Deporte del Ayuntamiento de Madrid, tiene como principal objetivo el fomento de las nuevas dramaturgias y direcciones de escena, generando un lugar de encuentro, pensamiento y diálogo para el desarrollo de ideas, prácticas y creaciones artísticas entre autores y directores emergentes y profesionales consagrados.  Para concentrar, potenciar y visibilizar el talento de los creadores de Madrid y otros lugares, Nave 10 Matadero se apoya en tres pilares fundamentales: autoría contemporánea en castellano, nueva dirección de escena y formación e innovación en artes escénicas. El proyecto, que desarrolla su actividad en las salas Max Aub, Hormigón y Madera de Nave 10 Matadero, quiere prestar especial atención al entorno y al barrio en el que se ubica con un programa de mediación abierto a sus vecinos.  Nave 10 Matadero es un teatro para el espectador del siglo XXI.;;;Metro: Legazpi (líneas 3 y 6)      Renfe: Embajadores (línea C5);;1,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=835295423e700910VgnVCM2000001f4a900aRCRD;CHOPERA;PASEO;V;14;;;;;MADRID;MADRID;28045;3;CHOPERA;2;ARGANZUELA;440828;4471551;4.039.245.798.191.530;-36.972.067.902.718.800;;;;/contenido/entidadesYorganismos/Teatros
6963121;Naves del Español Matadero;"Las salas de este espacio     Sala Fernando Arrabal (Nave 11)  Inaugurada en el año 2007, la Sala Fernando Arrabal &amp;ndash; Nave 11 es la mayor de las tres naves. Se trata de una sala polivalente donde se puede diseñar todo tipo de distribución de gradas y escenarios.   Sala Max Aub (Nave 10)   Inaugurada en 2010, la Sala Max Aub &amp;ndash; Nave 10 es de menores dimensiones que la 11, pero de mismas características: sala polivalente donde se puede diseñar todo tipo de distribución de gradas y escenarios.  Café Naves Matadero (Nave 12)   Espacio donde se encuentra el bar cafetería que da servicio a todo el complejo Matadero. Tiene, además, un escenario movible con gradas con posibilidad de cambio de distribución. En él se hacen espectáculos de café-teatro, conciertos de pequeño formato, presentaciones, etc.   Sala Hormigón (Nave 10)   Situada a un lado de la Sala Max Aub, se utiliza principalmente como sala de ensayos, pero a veces se hacen ruedas de prensa o se habilitan como salas de exhibición de pequeño formato (teatro familiar).   Sala Madera (Nave 10)   Situada a un lado de la Sala Max Aub, se utiliza principalmente como sala de ensayos, pero a veces se hacen ruedas de prensa o se habilitan como salas de exhibición de pequeño formato (teatro familiar).";Horario de taquilla (situada frente a Cantina de Cineteca) en acceso Plaza de Legazpi: de martes a domingo, de 16:30 a 20:30 horas o hasta inicio de actividad. Lunes cerrado.;;Metro: Legazpi (líneas 3 y 6)      Renfe: Embajadores (línea C5);La venta de entradas online continúa activa en la web Teatro Español. Entradas en taquillas y Venta de entradas;1,6;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD;CHOPERA;PASEO;V;14;;;;;MADRID;MADRID;28045;3;CHOPERA;2;ARGANZUELA;440828;4471551;4.039.245.798.191.530;-36.972.067.902.718.800;913 184 528 (taquilla) / 913 184 700 (información al espectador);;;/contenido/entidadesYorganismos/Teatros
